city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_type,last_new_job,training_hours,target,company_size_grouped
0.91,Male,Has relevent experience,no_enrollment,Graduate,16.0,Other,>4,67,0.0,Large
0.903,Unknown,No relevent experience,Unknown,Unknown,0.0,Unknown,never,84,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,1,119,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,1,144,0.0,Medium
0.913,Male,Has relevent experience,no_enrollment,Masters,21.0,Unknown,never,16,0.0,Unknown
0.624,Female,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,never,26,1.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,6.0,Public Sector,2,55,0.0,Small
0.92,Unknown,Has relevent experience,Full time course,Graduate,12.0,Pvt Ltd,1,10,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,62,0.0,Unknown
0.92,Male,Has relevent experience,Part time course,Graduate,4.0,Pvt Ltd,1,66,0.0,Large
0.92,Male,No relevent experience,no_enrollment,Graduate,15.0,NGO,>4,4,1.0,Large
0.727,Unknown,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,1,34,0.0,Medium
0.624,Unknown,No relevent experience,Full time course,High School,3.0,Unknown,never,17,1.0,Unknown
0.926,Male,No relevent experience,Full time course,High School,3.0,Unknown,1,116,0.0,Unknown
0.767,Male,Has relevent experience,no_enrollment,Masters,13.0,Public Sector,2,12,0.0,Medium
0.555,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,7,1.0,Unknown
0.915,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,1,75,0.0,Unknown
0.913,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,41,0.0,Medium
0.926,Unknown,Has relevent experience,no_enrollment,Masters,21.0,Unknown,1,68,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,18,0.0,Large
0.926,Male,Has relevent experience,no_enrollment,Masters,21.0,Unknown,>4,131,0.0,Unknown
0.878,Male,Has relevent experience,no_enrollment,High School,16.0,Funded Startup,1,22,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Masters,3.0,Pvt Ltd,1,50,0.0,Large
0.55,Female,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,2,47,1.0,Medium
0.92,Male,No relevent experience,Full time course,High School,8.0,Unknown,1,3,1.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Graduate,11.0,Unknown,1,12,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Public Sector,3,21,0.0,Unknown
0.624,Unknown,No relevent experience,Full time course,Graduate,2.0,Early Stage Startup,never,88,0.0,Small
0.698,Unknown,Has relevent experience,Unknown,Unknown,21.0,Unknown,never,51,0.0,Unknown
0.939,Male,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,1,94,0.0,Medium
0.743,Unknown,Has relevent experience,Full time course,Masters,15.0,Unknown,1,72,1.0,Unknown
0.55,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,1,156,1.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,1,21,1.0,Large
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,107,0.0,Large
0.682,Male,No relevent experience,Full time course,Graduate,2.0,Unknown,1,68,1.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Graduate,21.0,Public Sector,4,204,0.0,Large
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,>4,23,0.0,Large
0.624,Male,No relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,4,11,1.0,Large
0.866,Male,Has relevent experience,no_enrollment,Masters,17.0,Unknown,2,25,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Masters,16.0,Public Sector,2,21,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,1,80,0.0,Large
0.624,Male,Has relevent experience,no_enrollment,Masters,5.0,Pvt Ltd,1,72,0.0,Medium
0.738,Male,Has relevent experience,Full time course,Graduate,15.0,Unknown,never,57,1.0,Unknown
0.624,Male,Has relevent experience,Full time course,Masters,2.0,Pvt Ltd,1,246,1.0,Small
0.92,Unknown,Has relevent experience,Part time course,Graduate,6.0,Funded Startup,1,23,0.0,Medium
0.6890000000000001,Unknown,Has relevent experience,Full time course,Graduate,6.0,Pvt Ltd,4,54,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Public Sector,1,140,1.0,Unknown
0.848,Unknown,Has relevent experience,no_enrollment,Graduate,5.0,Unknown,never,56,0.0,Large
0.92,Male,Has relevent experience,Part time course,Graduate,21.0,Unknown,>4,7,1.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Graduate,7.0,Unknown,>4,109,1.0,Unknown
0.913,Male,Has relevent experience,no_enrollment,Graduate,13.0,Unknown,2,30,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Early Stage Startup,2,43,0.0,Small
0.579,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,1,10,1.0,Medium
0.925,Male,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,2,188,0.0,Large
0.804,Male,Has relevent experience,no_enrollment,Masters,11.0,Pvt Ltd,1,22,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,8.0,Other,2,122,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,3.0,Funded Startup,1,60,0.0,Small
0.926,Male,Has relevent experience,no_enrollment,Masters,20.0,Unknown,>4,104,0.0,Unknown
0.92,Male,No relevent experience,Full time course,Graduate,9.0,Pvt Ltd,1,16,0.0,Large
0.939,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,2,22,0.0,Large
0.925,Male,No relevent experience,Full time course,Graduate,2.0,Unknown,1,68,0.0,Unknown
0.855,Unknown,Has relevent experience,no_enrollment,Masters,20.0,Pvt Ltd,2,56,0.0,Medium
0.738,Male,Has relevent experience,no_enrollment,Masters,15.0,Pvt Ltd,1,17,1.0,Large
0.926,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,1,192,0.0,Large
0.878,Unknown,Has relevent experience,no_enrollment,High School,6.0,Unknown,1,85,0.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Masters,5.0,Pvt Ltd,1,102,0.0,Large
0.64,Male,No relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,1,28,0.0,Medium
0.926,Male,No relevent experience,Full time course,Graduate,21.0,Unknown,>4,36,0.0,Unknown
0.855,Male,Has relevent experience,no_enrollment,Masters,12.0,Pvt Ltd,1,19,0.0,Large
0.897,Unknown,Has relevent experience,no_enrollment,Masters,6.0,Pvt Ltd,1,70,0.0,Small
0.624,Unknown,No relevent experience,Full time course,High School,3.0,Unknown,never,52,0.0,Unknown
0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,6.0,Pvt Ltd,1,45,0.0,Large
0.754,Unknown,Has relevent experience,Part time course,High School,6.0,Pvt Ltd,1,77,0.0,Medium
0.91,Male,No relevent experience,no_enrollment,Graduate,11.0,NGO,>4,122,0.0,Medium
0.92,Male,Has relevent experience,Full time course,Masters,14.0,Pvt Ltd,3,102,1.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,8.0,Public Sector,2,54,1.0,Large
0.624,Male,No relevent experience,no_enrollment,Primary School,2.0,Unknown,never,4,0.0,Unknown
0.767,Unknown,Has relevent experience,no_enrollment,High School,21.0,Pvt Ltd,never,102,0.0,Medium
0.516,Male,Has relevent experience,no_enrollment,Graduate,4.0,Unknown,never,43,0.0,Unknown
0.802,Unknown,No relevent experience,no_enrollment,High School,3.0,Unknown,never,108,0.0,Small
0.92,Unknown,No relevent experience,Full time course,Graduate,3.0,Unknown,1,14,0.0,Unknown
0.915,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,2,188,1.0,Small
0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,2,190,0.0,Medium
0.7759999999999999,Unknown,No relevent experience,Part time course,Graduate,3.0,Unknown,never,34,1.0,Unknown
0.698,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,>4,146,0.0,Medium
0.767,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,3,21,0.0,Small
0.762,Male,No relevent experience,no_enrollment,Graduate,12.0,Public Sector,>4,51,0.0,Large
0.804,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,3,74,0.0,Large
0.926,Male,No relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,63,0.0,Large
0.92,Unknown,No relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,4,130,0.0,Medium
0.624,Unknown,Has relevent experience,no_enrollment,Masters,9.0,Unknown,1,13,1.0,Large
0.866,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,23,0.0,Large
0.802,Male,Has relevent experience,no_enrollment,Graduate,19.0,Pvt Ltd,>4,163,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,16.0,Pvt Ltd,>4,94,0.0,Large
0.866,Male,Has relevent experience,no_enrollment,Graduate,17.0,Pvt Ltd,1,24,0.0,Medium
0.624,Male,No relevent experience,Full time course,Masters,0.0,Pvt Ltd,2,51,1.0,Large
0.92,Male,No relevent experience,no_enrollment,Primary School,0.0,Unknown,never,25,0.0,Unknown
0.939,Male,No relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,never,7,1.0,Unknown
0.698,Male,No relevent experience,Part time course,Graduate,1.0,Unknown,1,55,0.0,Small
0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,1,46,0.0,Large
0.92,Male,No relevent experience,Full time course,High School,7.0,Unknown,2,50,1.0,Unknown
0.92,Unknown,No relevent experience,Full time course,Graduate,1.0,Unknown,never,3,1.0,Large
0.743,Male,Has relevent experience,no_enrollment,High School,12.0,Pvt Ltd,1,26,0.0,Medium
0.926,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,3,23,0.0,Large
0.92,Female,No relevent experience,no_enrollment,Graduate,17.0,NGO,>4,84,0.0,Medium
0.89,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,1,34,0.0,Large
0.698,Other,Has relevent experience,Unknown,Unknown,9.0,Unknown,1,51,1.0,Small
0.624,Unknown,No relevent experience,Full time course,High School,3.0,Unknown,never,99,1.0,Unknown
0.698,Unknown,Has relevent experience,Part time course,Unknown,21.0,Pvt Ltd,1,236,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,18.0,Funded Startup,1,42,0.0,Medium
0.91,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,2,19,1.0,Unknown
0.624,Unknown,Has relevent experience,Full time course,Graduate,1.0,Pvt Ltd,never,27,1.0,Medium
0.7759999999999999,Male,No relevent experience,Full time course,Graduate,0.0,Unknown,1,127,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,16,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Funded Startup,3,54,0.0,Medium
0.804,Male,Has relevent experience,no_enrollment,Masters,10.0,Pvt Ltd,1,45,0.0,Large
0.4479999999999999,Unknown,No relevent experience,Full time course,Graduate,0.0,Public Sector,never,15,1.0,Large
0.91,Male,Has relevent experience,no_enrollment,High School,21.0,Unknown,>4,9,0.0,Unknown
0.855,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,1,155,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,16.0,Unknown,>4,39,1.0,Unknown
0.91,Male,No relevent experience,Full time course,Graduate,5.0,Unknown,1,26,1.0,Unknown
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,100,0.0,Medium
0.915,Male,Has relevent experience,no_enrollment,Graduate,8.0,Funded Startup,1,102,0.0,Medium
0.579,Unknown,No relevent experience,Full time course,High School,3.0,Unknown,never,94,0.0,Unknown
0.74,Unknown,Has relevent experience,no_enrollment,Unknown,14.0,Pvt Ltd,1,21,0.0,Small
0.897,Male,Has relevent experience,no_enrollment,Masters,6.0,Pvt Ltd,1,262,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,>4,34,0.0,Large
0.913,Male,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,>4,28,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,>4,6,0.0,Medium
0.738,Male,Has relevent experience,no_enrollment,Masters,17.0,Unknown,>4,48,0.0,Small
0.926,Male,Has relevent experience,no_enrollment,Masters,8.0,Pvt Ltd,2,70,0.0,Medium
0.691,Male,Has relevent experience,no_enrollment,Graduate,5.0,Public Sector,2,78,0.0,Small
0.915,Female,Has relevent experience,Part time course,Graduate,21.0,Public Sector,2,105,0.0,Medium
0.924,Male,No relevent experience,Full time course,High School,2.0,Unknown,never,13,1.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Graduate,3.0,Public Sector,never,107,0.0,Unknown
0.92,Female,No relevent experience,no_enrollment,Graduate,1.0,Early Stage Startup,never,27,0.0,Medium
0.897,Male,No relevent experience,Full time course,Graduate,3.0,Unknown,never,43,0.0,Unknown
0.624,Male,No relevent experience,Full time course,High School,4.0,Unknown,never,56,1.0,Unknown
0.884,Unknown,No relevent experience,no_enrollment,Graduate,4.0,Unknown,1,72,1.0,Unknown
0.913,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,12,0.0,Medium
0.92,Male,Has relevent experience,Part time course,Graduate,21.0,Pvt Ltd,>4,78,0.0,Large
0.926,Male,Has relevent experience,no_enrollment,Masters,12.0,Pvt Ltd,1,5,0.0,Large
0.91,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,3,73,0.0,Large
0.487,Female,Has relevent experience,Unknown,Masters,0.0,Pvt Ltd,never,12,1.0,Unknown
0.855,Male,Has relevent experience,no_enrollment,Masters,10.0,Pvt Ltd,1,17,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,1,146,0.0,Small
0.802,Male,Has relevent experience,Full time course,Graduate,9.0,Pvt Ltd,1,136,0.0,Large
0.926,Male,Has relevent experience,no_enrollment,Graduate,14.0,Unknown,>4,68,0.0,Medium
0.923,Other,Has relevent experience,no_enrollment,Masters,5.0,Pvt Ltd,1,178,0.0,Medium
0.794,Male,Has relevent experience,no_enrollment,Masters,4.0,Pvt Ltd,1,59,0.0,Small
0.897,Female,No relevent experience,no_enrollment,Phd,11.0,Pvt Ltd,1,150,0.0,Large
0.624,Unknown,No relevent experience,Full time course,Graduate,1.0,Pvt Ltd,never,16,1.0,Unknown
0.878,Male,Has relevent experience,no_enrollment,High School,6.0,Unknown,1,70,0.0,Medium
0.682,Male,No relevent experience,Full time course,Graduate,7.0,Pvt Ltd,never,21,1.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,17.0,Pvt Ltd,1,118,0.0,Medium
0.91,Male,No relevent experience,no_enrollment,Masters,14.0,NGO,>4,88,0.0,Large
0.624,Male,No relevent experience,Part time course,Masters,1.0,Public Sector,never,53,0.0,Small
0.92,Unknown,No relevent experience,Part time course,Primary School,1.0,Pvt Ltd,never,156,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Unknown,21.0,Pvt Ltd,>4,62,0.0,Large
0.8270000000000001,Unknown,Has relevent experience,no_enrollment,High School,21.0,Pvt Ltd,4,30,1.0,Large
0.624,Male,No relevent experience,Part time course,High School,4.0,Unknown,1,143,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,40,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Phd,21.0,Unknown,>4,166,0.0,Unknown
0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,1,17,0.0,Large
0.897,Male,No relevent experience,Part time course,Unknown,2.0,Pvt Ltd,1,26,0.0,Large
0.92,Female,Has relevent experience,no_enrollment,Graduate,0.0,Public Sector,1,18,1.0,Large
0.887,Unknown,No relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,144,1.0,Medium
0.884,Unknown,Has relevent experience,no_enrollment,Graduate,15.0,Unknown,3,286,1.0,Small
0.92,Female,Has relevent experience,Full time course,Masters,21.0,Unknown,3,80,0.0,Unknown
0.698,Male,Has relevent experience,Full time course,High School,4.0,Pvt Ltd,1,148,0.0,Medium
0.767,Male,Has relevent experience,Full time course,Graduate,6.0,Unknown,2,42,1.0,Unknown
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,4.0,Funded Startup,1,43,0.0,Medium
0.92,Female,Has relevent experience,Part time course,Graduate,8.0,Pvt Ltd,1,40,1.0,Medium
0.887,Unknown,Has relevent experience,no_enrollment,Graduate,10.0,Unknown,never,23,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Funded Startup,3,46,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,11.0,Funded Startup,1,84,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,28,0.0,Large
0.855,Male,Has relevent experience,Part time course,Graduate,3.0,Pvt Ltd,2,15,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Funded Startup,1,126,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,2,178,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,34,0.0,Medium
0.91,Male,No relevent experience,Unknown,Graduate,21.0,Unknown,>4,22,1.0,Unknown
0.92,Male,Has relevent experience,Full time course,Graduate,6.0,Unknown,1,30,0.0,Large
0.897,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,2,80,0.0,Large
0.698,Unknown,Has relevent experience,no_enrollment,Masters,6.0,Unknown,never,36,0.0,Unknown
0.89,Male,Has relevent experience,no_enrollment,Masters,11.0,Pvt Ltd,1,20,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,High School,10.0,Unknown,1,6,0.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Graduate,4.0,NGO,1,26,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,52,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,23,0.0,Large
0.91,Male,No relevent experience,no_enrollment,Graduate,4.0,Unknown,3,13,1.0,Unknown
0.698,Unknown,No relevent experience,no_enrollment,Graduate,1.0,Unknown,1,63,1.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,7,0.0,Medium
0.767,Unknown,No relevent experience,Unknown,Unknown,0.0,Pvt Ltd,never,9,0.0,Unknown
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,9.0,Unknown,never,182,1.0,Small
0.624,Unknown,No relevent experience,no_enrollment,Graduate,4.0,Public Sector,never,152,1.0,Unknown
0.887,Male,Has relevent experience,no_enrollment,Graduate,13.0,Pvt Ltd,1,20,0.0,Medium
0.91,Male,No relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,24,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,17.0,Pvt Ltd,>4,81,0.0,Medium
0.91,Unknown,No relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,2,0.0,Medium
0.924,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,1,54,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,High School,14.0,Pvt Ltd,>4,214,0.0,Large
0.767,Unknown,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,2,28,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,2,5,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,4,42,0.0,Small
0.762,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,2,224,0.0,Large
0.698,Male,Has relevent experience,no_enrollment,Masters,15.0,Pvt Ltd,>4,128,0.0,Large
0.804,Male,Has relevent experience,no_enrollment,Graduate,17.0,Unknown,1,52,0.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Graduate,15.0,Funded Startup,2,75,1.0,Large
0.897,Female,Has relevent experience,no_enrollment,Masters,8.0,Pvt Ltd,1,56,0.0,Large
0.92,Unknown,No relevent experience,Full time course,High School,0.0,Unknown,1,42,0.0,Unknown
0.624,Male,No relevent experience,no_enrollment,Graduate,8.0,Early Stage Startup,never,34,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Masters,12.0,Pvt Ltd,4,66,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,3,83,0.0,Unknown
0.804,Male,Has relevent experience,Full time course,Graduate,6.0,Pvt Ltd,1,32,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,64,0.0,Large
0.855,Male,Has relevent experience,no_enrollment,Masters,10.0,Unknown,4,244,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,4,25,0.0,Medium
0.925,Unknown,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,1,58,0.0,Medium
0.624,Male,No relevent experience,no_enrollment,High School,4.0,Unknown,never,70,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,53,0.0,Medium
0.878,Male,Has relevent experience,no_enrollment,High School,3.0,Pvt Ltd,1,5,0.0,Medium
0.923,Male,Has relevent experience,no_enrollment,Masters,16.0,Pvt Ltd,1,96,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,1,45,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,1,18,1.0,Large
